word	POS	label	negative	neutral	positive
P-between	preposition	neutral	0.154	0.681	0.165
P-beyond	preposition	neutral	0.422	0.472	0.107
P-bouta	preposition	negative	0.466	0.432	0.102
P-boutta	preposition	negative	0.51	0.393	0.098
P-btwn	preposition	neutral	0.306	0.56	0.134
P-by	preposition	neutral	0.109	0.615	0.275
P-cause	preposition	neutral	0.428	0.46	0.113
P-cos	preposition	neutral	0.436	0.448	0.116
P-coz	preposition	neutral	0.359	0.501	0.14
P-cus	preposition	negative	0.606	0.306	0.087
P-cuz	preposition	negative	0.464	0.444	0.093
P-de	preposition	neutral	0.089	0.657	0.254
P-during	preposition	neutral	0.297	0.575	0.129
P-en	preposition	neutral	0.077	0.673	0.25
P-except	preposition	negative	0.767	0.195	0.037
P-fa	preposition	neutral	0.387	0.473	0.141
P-finna	preposition	neutral	0.427	0.46	0.113
P-fo	preposition	neutral	0.29	0.526	0.184
P-for	preposition	neutral	0.078	0.542	0.38
P-fr	preposition	negative	0.45	0.427	0.124
P-frm	preposition	neutral	0.312	0.541	0.147
P-from	preposition	neutral	0.11	0.537	0.352
P-google	preposition	neutral	0.217	0.558	0.225
P-if	preposition	neutral	0.32	0.418	0.262
P-imo	preposition	negative	0.494	0.39	0.116
P-in	preposition	neutral	0.056	0.574	0.37
P-in2	preposition	negative	0.6	0.312	0.088
P-into	preposition	neutral	0.285	0.551	0.164
P-lyk	preposition	negative	0.447	0.438	0.115
P-minus	preposition	neutral	0.313	0.544	0.143
P-na	preposition	neutral	0.193	0.574	0.233
P-near	preposition	neutral	0.32	0.573	0.107
P-next	preposition	neutral	0.26	0.534	0.207
P-o	preposition	neutral	0.168	0.658	0.174
P-obama	preposition	neutral	0.432	0.457	0.11
P-of	preposition	neutral	0.06	0.559	0.382
P-off	preposition	neutral	0.192	0.637	0.172
P-on	preposition	neutral	0.076	0.501	0.423
P-onto	preposition	neutral	0.149	0.641	0.21
P-out	preposition	negative	0.49	0.428	0.082
P-outside	preposition	neutral	0.369	0.527	0.104
P-outta	preposition	negative	0.613	0.307	0.08
P-over	preposition	neutral	0.456	0.46	0.084
P-per	preposition	neutral	0.151	0.671	0.178
P-plus	preposition	neutral	0.198	0.578	0.223
P-since	preposition	neutral	0.379	0.513	0.108
P-soo	preposition	neutral	0.4	0.462	0.137
P-ta	preposition	neutral	0.233	0.581	0.186
P-than	preposition	neutral	0.044	0.672	0.284
P-that	preposition	neutral	0.049	0.664	0.287
P-tho	preposition	negative	0.509	0.402	0.089
P-through	preposition	neutral	0.2	0.642	0.157
P-throughout	preposition	neutral	0.349	0.53	0.121
P-thru	preposition	neutral	0.405	0.507	0.088
P-tht	preposition	negative	0.758	0.188	0.054
P-til	preposition	neutral	0.281	0.584	0.135
P-to	preposition	neutral	0.104	0.529	0.367
P-toward	preposition	neutral	0.409	0.481	0.11
P-towards	preposition	neutral	0.32	0.544	0.136
P-under	preposition	negative	0.463	0.446	0.091
P-unless	preposition	neutral	0.279	0.584	0.137
P-until	preposition	neutral	0.282	0.592	0.127
P-unto	preposition	neutral	0.166	0.675	0.159
P-up	preposition	neutral	0.208	0.621	0.171
P-upon	preposition	neutral	0.169	0.662	0.169
P-v	preposition	neutral	0.183	0.594	0.223
P-via	preposition	neutral	0.118	0.635	0.247
P-vs	preposition	neutral	0.198	0.633	0.169
P-w	preposition	neutral	0.256	0.563	0.181
P-w/	preposition	neutral	0.202	0.603	0.195
P-w/o	preposition	negative	0.503	0.412	0.085
P-w/obama	preposition	negative	0.563	0.336	0.101
P-w/out	preposition	negative	0.551	0.351	0.098
P-w/romney	preposition	negative	0.51	0.38	0.11
P-w/the	preposition	negative	0.504	0.385	0.111
P-whether	preposition	neutral	0.263	0.574	0.163
P-while	preposition	neutral	0.2	0.638	0.163
P-wid	preposition	neutral	0.361	0.481	0.158
P-with	preposition	negative	0.626	0.214	0.161
P-within	preposition	neutral	0.292	0.568	0.14
P-without	preposition	negative	0.493	0.442	0.066
R-#forward	adverb	neutral	0.08	0.643	0.277
R-#retroactively	adverb	neutral	0.32	0.515	0.165
R-about	adverb	negative	0.68	0.231	0.09
R-abt	adverb	neutral	0.247	0.533	0.221
R-actively	adverb	neutral	0.178	0.583	0.239
R-af	adverb	negative	0.546	0.334	0.12
R-after	adverb	neutral	0.169	0.586	0.245
R-again	adverb	neutral	0.176	0.573	0.251
R-all	adverb	neutral	0.056	0.654	0.29
R-allegedly	adverb	neutral	0.185	0.6	0.215
R-almost	adverb	neutral	0.082	0.595	0.322
R-along	adverb	neutral	0.151	0.561	0.288
R-already	adverb	neutral	0.179	0.621	0.2
R-alright	adverb	neutral	0.086	0.586	0.328
R-also	adverb	neutral	0.06	0.583	0.356
R-always	adverb	neutral	0.026	0.65	0.324
R-anymore	adverb	negative	0.933	0.054	0.013
R-anytime	adverb	neutral	0.059	0.613	0.328
R-anywhere	adverb	neutral	0.096	0.649	0.255
R-apart	adverb	negative	0.519	0.359	0.122
R-around	adverb	neutral	0.056	0.65	0.294
R-as	adverb	neutral	0.033	0.666	0.301
R-asap	adverb	neutral	0.069	0.657	0.274
R-aside	adverb	neutral	0.068	0.657	0.275
R-aswell	adverb	neutral	0.113	0.582	0.306
R-atleast	adverb	neutral	0.122	0.589	0.289
R-automatically	adverb	neutral	0.122	0.629	0.249
R-away	adverb	neutral	0.224	0.645	0.13
R-awhile	adverb	neutral	0.115	0.631	0.255
R-b/c	adverb	negative	0.526	0.33	0.144
R-back	adverb	neutral	0.111	0.626	0.263
R-barely	adverb	neutral	0.439	0.451	0.111
R-bck	adverb	neutral	0.13	0.563	0.307
R-before	adverb	neutral	0.144	0.586	0.271
R-clockwise	adverb	neutral	0.009	0.716	0.275
R-closely	adverb	neutral	0.046	0.689	0.265
R-closer	adverb	neutral	0.03	0.648	0.323
R-completely	adverb	neutral	0.298	0.543	0.158
R-constantly	adverb	negative	0.443	0.421	0.135
R-currently	adverb	neutral	0.03	0.691	0.279
R-def	adverb	neutral	0.065	0.633	0.302
R-deliberately	adverb	neutral	0.242	0.564	0.193
R-differently	adverb	neutral	0.112	0.63	0.258
R-downstairs	adverb	negative	0.997	0.002	0.001
R-easily	adverb	neutral	0.063	0.665	0.272
R-east	adverb	neutral	0.265	0.538	0.197
R-effectively	adverb	neutral	0.168	0.597	0.235
R-either	adverb	neutral	0.273	0.54	0.187
R-elsewhere	adverb	neutral	0.14	0.632	0.228
R-en	adverb	neutral	0.008	0.685	0.307
R-enough	adverb	neutral	0.14	0.57	0.289
R-esp	adverb	neutral	0.077	0.617	0.306
R-eventually	adverb	neutral	0.057	0.661	0.282
R-ever	adverb	neutral	0.054	0.648	0.298
R-everytime	adverb	neutral	0.426	0.461	0.113
R-everywhere	adverb	neutral	0.116	0.665	0.219
R-extremely	adverb	neutral	0.28	0.516	0.204
R-far	adverb	neutral	0.084	0.665	0.251
R-finally	adverb	neutral	0.04	0.58	0.38
R-first	adverb	neutral	0.053	0.623	0.324
R-forever	adverb	neutral	0.063	0.708	0.23
R-forth	adverb	neutral	0.053	0.65	0.297
R-fuckin	adverb	negative	0.586	0.301	0.113
R-fully	adverb	neutral	0.061	0.612	0.328
R-genuinely	adverb	neutral	0.151	0.57	0.279
R-hella	adverb	negative	0.472	0.378	0.15
R-hence	adverb	neutral	0.125	0.571	0.304
R-here	adverb	neutral	0.021	0.686	0.293
R-highly	adverb	neutral	0.045	0.641	0.314
R-home	adverb	neutral	0.216	0.538	0.247
R-how	adverb	neutral	0.013	0.616	0.371
R-illegally	adverb	neutral	0.104	0.649	0.247
R-immediately	adverb	neutral	0.133	0.627	0.24
R-imo	adverb	neutral	0.201	0.572	0.226
R-instead	adverb	neutral	0.161	0.64	0.199
R-jst	adverb	neutral	0.076	0.631	0.293
R-jus	adverb	neutral	0.09	0.662	0.248
R-juss	adverb	neutral	0.11	0.603	0.287
R-kinda	adverb	neutral	0.106	0.603	0.292
R-lately	adverb	neutral	0.299	0.521	0.18
R-later	adverb	neutral	0.046	0.623	0.331
R-legally	adverb	neutral	0.233	0.563	0.204
R-longer	adverb	negative	0.499	0.408	0.093
R-mainly	adverb	neutral	0.175	0.593	0.232
R-meanwhile	adverb	neutral	0.187	0.59	0.224
R-mentally	adverb	neutral	0.422	0.438	0.14
R-morally	adverb	negative	0.523	0.35	0.127
R-more	adverb	neutral	0.044	0.637	0.319
R-naturally	adverb	neutral	0.076	0.621	0.303
R-nearly	adverb	neutral	0.161	0.629	0.21
R-necessarily	adverb	neutral	0.155	0.592	0.253
R-neither	adverb	neutral	0.225	0.6	0.175
R-neva	adverb	neutral	0.239	0.554	0.206
R-never	adverb	negative	0.466	0.46	0.075
R-next	adverb	neutral	0.079	0.613	0.308
R-no	adverb	negative	0.613	0.332	0.055
R-normally	adverb	neutral	0.1	0.632	0.267
R-north	adverb	neutral	0.079	0.667	0.254
R-not	adverb	negative	0.839	0.118	0.043
R-now	adverb	neutral	0.019	0.615	0.365
R-nowhere	adverb	neutral	0.384	0.451	0.165
R-nt	adverb	neutral	0.199	0.61	0.191
R-off	adverb	neutral	0.046	0.647	0.306
R-officially	adverb	neutral	0.04	0.684	0.276
R-often	adverb	neutral	0.049	0.657	0.294
R-once	adverb	neutral	0.064	0.649	0.288
R-only	adverb	neutral	0.307	0.588	0.104
R-openly	adverb	neutral	0.306	0.516	0.178
R-originally	adverb	neutral	0.043	0.68	0.278
R-otherwise	adverb	neutral	0.078	0.651	0.271
R-out	adverb	neutral	0.069	0.627	0.304
R-outside	adverb	neutral	0.123	0.633	0.244
R-over	adverb	neutral	0.224	0.562	0.214
R-overnight	adverb	neutral	0.088	0.634	0.278
R-personally	adverb	neutral	0.054	0.613	0.333
R-plus	adverb	neutral	0.042	0.663	0.295
R-politically	adverb	neutral	0.129	0.617	0.254
R-potentially	adverb	neutral	0.131	0.591	0.277
R-precisely	adverb	neutral	0.109	0.67	0.221
R-prob	adverb	neutral	0.159	0.578	0.263
R-probably	adverb	neutral	0.062	0.653	0.285
R-probs	adverb	neutral	0.096	0.614	0.291
R-prolly	adverb	neutral	0.138	0.612	0.251
R-realy	adverb	neutral	0.18	0.569	0.251
R-recently	adverb	neutral	0.114	0.657	0.229
R-regularly	adverb	neutral	0.105	0.64	0.255
R-reportedly	adverb	neutral	0.222	0.582	0.196
R-retroactively	adverb	neutral	0.065	0.692	0.242
R-shortly	adverb	neutral	0.04	0.674	0.286
R-slightly	adverb	neutral	0.087	0.659	0.253
R-slowly	adverb	neutral	0.122	0.639	0.239
R-socially	adverb	neutral	0.19	0.571	0.24
R-solely	adverb	neutral	0.19	0.584	0.226
R-someday	adverb	neutral	0.03	0.647	0.322
R-somehow	adverb	neutral	0.181	0.584	0.234
R-sometime	adverb	neutral	0.029	0.653	0.318
R-sometimes	adverb	neutral	0.079	0.629	0.292
R-somewhat	adverb	neutral	0.07	0.656	0.275
R-somewhere	adverb	neutral	0.027	0.675	0.298
R-soo	adverb	neutral	0.173	0.586	0.241
R-soon	adverb	neutral	0.031	0.661	0.308
R-sooner	adverb	neutral	0.128	0.604	0.268
R-sooo	adverb	positive	0.268	0.106	0.626
R-soooo	adverb	positive	0.356	0.018	0.626
R-sooooo	adverb	positive	0.33	0.058	0.612
R-south	adverb	neutral	0.162	0.61	0.228
R-srsly	adverb	neutral	0.297	0.493	0.21
R-straight	adverb	neutral	0.04	0.665	0.294
R-suddenly	adverb	neutral	0.253	0.572	0.175
R-supposedly	adverb	neutral	0.188	0.582	0.231
R-technically	adverb	neutral	0.078	0.655	0.267
R-that	adverb	neutral	0.316	0.424	0.26
R-then	adverb	neutral	0.075	0.558	0.367
R-there	adverb	neutral	0.029	0.599	0.372
R-thingy	adverb	neutral	0.066	0.65	0.284
R-tho	adverb	neutral	0.229	0.602	0.169
R-together	adverb	neutral	0.032	0.657	0.31
R-tonight	adverb	neutral	0.037	0.675	0.288
R-twice	adverb	neutral	0.258	0.571	0.171
R-up	adverb	neutral	0.051	0.657	0.291
R-usually	adverb	neutral	0.117	0.598	0.284
R-utterly	adverb	negative	0.649	0.263	0.088
R-way	adverb	neutral	0.059	0.659	0.283
R-when	adverb	negative	0.405	0.349	0.246
R-whenever	adverb	neutral	0.095	0.633	0.272
R-where	adverb	neutral	0.154	0.626	0.22
R-wherever	adverb	neutral	0.053	0.659	0.288
R-why	adverb	negative	0.827	0.141	0.032
R-y	adverb	neutral	0.2	0.642	0.158
R-yet	adverb	neutral	0.255	0.532	0.213
S-bush's	nom.pos	negative	0.581	0.33	0.089
S-children's	nom.pos	neutral	0.127	0.626	0.248
S-china's	nom.pos	neutral	0.212	0.605	0.184
S-country's	nom.pos	neutral	0.374	0.485	0.141
S-else's	nom.pos	neutral	0.395	0.464	0.141
S-father's	nom.pos	neutral	0.169	0.545	0.286
S-friend's	nom.pos	neutral	0.205	0.591	0.204
S-girl's	nom.pos	neutral	0.35	0.517	0.133
S-god's	nom.pos	neutral	0.094	0.615	0.291
S-man's	nom.pos	neutral	0.308	0.53	0.162
S-mom's	nom.pos	neutral	0.338	0.505	0.157
S-mother's	nom.pos	neutral	0.251	0.414	0.335
S-nation's	nom.pos	neutral	0.292	0.561	0.147
S-obama's	nom.pos	neutral	0.331	0.554	0.115
S-one's	nom.pos	neutral	0.223	0.58	0.197
S-people's	nom.pos	neutral	0.16	0.613	0.227
S-person's	nom.pos	neutral	0.345	0.518	0.138
S-president's	nom.pos	neutral	0.261	0.579	0.161
S-someone's	nom.pos	neutral	0.341	0.518	0.142
S-today's	nom.pos	neutral	0.051	0.642	0.307
S-todays	nom.pos	neutral	0.12	0.612	0.268
S-tomorrow's	nom.pos	neutral	0.09	0.629	0.281
S-tonight's	nom.pos	neutral	0.088	0.604	0.308
S-week's	nom.pos	neutral	0.084	0.642	0.274
S-woman's	nom.pos	neutral	0.314	0.517	0.17
S-women's	nom.pos	neutral	0.203	0.607	0.19
S-world's	nom.pos	neutral	0.192	0.609	0.199
S-year's	nom.pos	neutral	0.144	0.636	0.22
S-yesterday's	nom.pos	neutral	0.174	0.62	0.206
T-along	verb.part	negative	0.57	0.215	0.215
T-around	verb.part	negative	0.648	0.182	0.171
T-back	verb.part	negative	0.55	0.249	0.201
T-in	verb.part	negative	0.413	0.299	0.288
T-off	verb.part	negative	0.897	0.07	0.034
T-on	verb.part	negative	0.599	0.235	0.166
T-out	verb.part	positive	0.224	0.335	0.441
T-over	verb.part	negative	0.679	0.192	0.129
T-up	verb.part	positive	0.224	0.32	0.456
U-http://t.co/vpcrm0ht	url	negative	0.835	0.139	0.026
U-https://t.co/ojmblsxd	url	positive	0.471	0.036	0.493
U-https://t.co/sgzc9mqc	url	neutral	0.039	0.676	0.285
V-#believe	verb	negative	0.435	0.283	0.281
V-#follow	verb	neutral	0.009	0.52	0.471
V-#iran	verb	negative	0.582	0.294	0.124
V-#win	verb	neutral	0.038	0.635	0.326
V--me	verb	negative	0.765	0.16	0.075
V-accept	verb	neutral	0.166	0.644	0.19
V-according	verb	neutral	0.055	0.679	0.266
V-achieved	verb	negative	0.472	0.364	0.163
V-acknowledge	verb	negative	0.417	0.407	0.177
V-acquired	verb	neutral	0.16	0.55	0.29
V-acts	verb	neutral	0.205	0.554	0.24
V-adding	verb	neutral	0.136	0.616	0.248
V-addressed	verb	negative	0.477	0.359	0.164
V-addressing	verb	neutral	0.341	0.472	0.187
V-adds	verb	neutral	0.107	0.624	0.269
V-admit	verb	neutral	0.137	0.614	0.248
V-admitted	verb	negative	0.605	0.275	0.12
V-adopt	verb	neutral	0.223	0.499	0.278
V-adopted	verb	negative	0.531	0.319	0.15
V-advised	verb	neutral	0.276	0.505	0.219
V-advocating	verb	neutral	0.362	0.441	0.197
V-affected	verb	negative	0.642	0.248	0.11
V-affects	verb	negative	0.483	0.358	0.159
V-aimed	verb	negative	0.414	0.406	0.179
V-ain't	verb	neutral	0.373	0.483	0.144
V-aint	verb	negative	0.862	0.106	0.032
V-allowing	verb	negative	0.442	0.387	0.171
V-allows	verb	neutral	0.285	0.478	0.236
V-am	verb	neutral	0.014	0.749	0.237
V-announced	verb	neutral	0.169	0.601	0.231
V-announces	verb	neutral	0.149	0.599	0.252
V-announcing	verb	neutral	0.204	0.564	0.232
V-answered	verb	neutral	0.12	0.601	0.279
V-answers	verb	neutral	0.174	0.575	0.251
V-apologize	verb	negative	0.567	0.306	0.127
V-appeared	verb	neutral	0.186	0.559	0.255
V-appearing	verb	negative	0.409	0.39	0.201
V-appears	verb	negative	0.489	0.373	0.138
V-applied	verb	neutral	0.16	0.573	0.266
V-applies	verb	neutral	0.183	0.564	0.253
V-appointed	verb	neutral	0.079	0.631	0.29
V-are	verb	neutral	0.005	0.705	0.29
V-aren't	verb	negative	0.572	0.345	0.083
V-arent	verb	negative	0.679	0.238	0.083
V-arguing	verb	negative	0.765	0.028	0.207
V-arrive	verb	neutral	0.082	0.622	0.296
V-arrived	verb	neutral	0.051	0.657	0.293
V-arrives	verb	neutral	0.152	0.602	0.246
V-ask	verb	neutral	0.047	0.655	0.298
V-asked	verb	neutral	0.069	0.662	0.27
V-askin	verb	neutral	0.391	0.423	0.186
V-asking	verb	neutral	0.064	0.628	0.307
V-asks	verb	neutral	0.11	0.642	0.248
V-assassinated	verb	negative	0.779	0.161	0.06
V-assume	verb	neutral	0.205	0.543	0.252
V-ate	verb	neutral	0.352	0.501	0.147
V-attempt	verb	negative	0.726	0.197	0.077
V-attempted	verb	negative	0.661	0.227	0.112
V-attempting	verb	negative	0.509	0.341	0.15
V-attend	verb	neutral	0.212	0.553	0.235
V-attended	verb	neutral	0.112	0.608	0.28
V-attending	verb	neutral	0.128	0.612	0.26
V-av	verb	neutral	0.189	0.545	0.266
V-avoiding	verb	negative	0.536	0.293	0.171
V-awaiting	verb	neutral	0.073	0.644	0.284
V-b	verb	neutral	0.192	0.603	0.204
V-back	verb	negative	0.44	0.369	0.191
V-banging	verb	neutral	0.146	0.567	0.287
V-banning	verb	neutral	0.4	0.414	0.186
V-bans	verb	neutral	0.351	0.445	0.204
V-based	verb	neutral	0.137	0.599	0.264
V-be	verb	neutral	0.006	0.697	0.297
V-bear	verb	negative	0.476	0.346	0.178
V-beats	verb	neutral	0.064	0.625	0.311
V-became	verb	neutral	0.116	0.62	0.264
V-become	verb	neutral	0.026	0.681	0.292
V-becomes	verb	neutral	0.145	0.601	0.253
V-becoming	verb	neutral	0.304	0.515	0.182
V-been	verb	neutral	0.276	0.568	0.156
V-began	verb	negative	0.432	0.381	0.187
V-begins	verb	neutral	0.039	0.671	0.29
V-begun	verb	neutral	0.14	0.572	0.289
V-bein	verb	negative	0.7	0.208	0.092
V-being	verb	negative	0.447	0.435	0.119
V-believed	verb	neutral	0.379	0.432	0.189
V-believes	verb	neutral	0.188	0.558	0.253
V-belong	verb	neutral	0.131	0.586	0.283
V-belongs	verb	neutral	0.119	0.621	0.26
V-blasting	verb	neutral	0.331	0.455	0.214
V-blasts	verb	negative	0.43	0.374	0.196
V-blew	verb	negative	0.463	0.405	0.132
V-block	verb	neutral	0.353	0.492	0.154
V-blows	verb	negative	0.613	0.284	0.103
V-bn	verb	negative	0.481	0.358	0.161
V-bombing	verb	negative	0.637	0.254	0.109
V-booed	verb	neutral	0.289	0.501	0.21
V-booked	verb	neutral	0.129	0.571	0.3
V-boost	verb	neutral	0.162	0.547	0.291
V-born	verb	neutral	0.113	0.615	0.272
V-bought	verb	neutral	0.079	0.609	0.313
V-bow	verb	neutral	0.084	0.613	0.303
V-bragging	verb	negative	0.648	0.244	0.108
V-breathe	verb	negative	0.651	0.241	0.108
V-bringing	verb	neutral	0.112	0.58	0.308
V-brings	verb	neutral	0.087	0.613	0.3
V-brought	verb	neutral	0.047	0.665	0.288
V-browsing	verb	neutral	0.158	0.557	0.285
V-builds	verb	neutral	0.159	0.602	0.239
V-built	verb	neutral	0.135	0.603	0.262
V-burn	verb	negative	0.499	0.343	0.159
V-burning	verb	neutral	0.317	0.503	0.18
V-bury	verb	negative	0.483	0.357	0.16
V-bust	verb	neutral	0.352	0.454	0.194
V-buys	verb	neutral	0.198	0.583	0.219
V-c	verb	neutral	0.102	0.609	0.289
V-called	verb	neutral	0.027	0.717	0.256
V-callin	verb	negative	0.524	0.326	0.15
V-came	verb	neutral	0.018	0.707	0.276
V-campaigned	verb	negative	0.5	0.326	0.174
V-can	verb	neutral	0.063	0.64	0.296
V-can't	verb	negative	0.822	0.145	0.033
V-canceled	verb	negative	0.937	0.044	0.019
V-cannot	verb	negative	0.725	0.218	0.057
V-cant	verb	negative	0.635	0.302	0.063
V-can’t	verb	neutral	0.117	0.608	0.276
V-captured	verb	neutral	0.207	0.531	0.262
V-care	verb	positive	0.141	0.203	0.656
V-catch	verb	neutral	0.096	0.574	0.33
V-caught	verb	neutral	0.284	0.549	0.166
V-cause	verb	neutral	0.343	0.459	0.199
V-causes	verb	negative	0.469	0.352	0.179
V-causing	verb	neutral	0.379	0.452	0.168
V-challenged	verb	neutral	0.338	0.45	0.212
V-change	verb	neutral	0.084	0.69	0.225
V-changes	verb	neutral	0.133	0.614	0.253
V-charging	verb	neutral	0.39	0.429	0.181
V-chasing	verb	neutral	0.142	0.577	0.282
V-chatting	verb	neutral	0.092	0.564	0.345
V-checked	verb	neutral	0.229	0.594	0.177
V-checking	verb	neutral	0.098	0.602	0.301
V-checkout	verb	neutral	0.09	0.613	0.297
V-checks	verb	neutral	0.137	0.591	0.272
V-chill	verb	neutral	0.138	0.516	0.346
V-chillin	verb	neutral	0.134	0.52	0.346
V-chooses	verb	neutral	0.185	0.552	0.263
V-chose	verb	neutral	0.198	0.534	0.268
V-claimed	verb	negative	0.478	0.361	0.162
V-claiming	verb	neutral	0.408	0.424	0.167
V-claims	verb	negative	0.498	0.345	0.157
V-cld	verb	neutral	0.282	0.503	0.215
V-clicked	verb	negative	0.522	0.351	0.127
V-clicking	verb	neutral	0.249	0.523	0.227
V-close	verb	neutral	0.394	0.423	0.184
V-closes	verb	neutral	0.389	0.424	0.188
V-closing	verb	negative	0.609	0.289	0.102
V-cn	verb	neutral	0.151	0.573	0.277
V-cnt	verb	negative	0.646	0.248	0.105
V-come	verb	neutral	0.008	0.72	0.272
V-comes	verb	neutral	0.026	0.703	0.271
V-comin	verb	neutral	0.136	0.565	0.298
V-coming	verb	neutral	0.041	0.692	0.267
V-commanded	verb	neutral	0.269	0.535	0.196
V-commented	verb	neutral	0.17	0.582	0.249
V-commenting	verb	negative	0.547	0.315	0.138
V-commit	verb	negative	0.572	0.301	0.127
V-compare	verb	neutral	0.191	0.548	0.26
V-compared	verb	neutral	0.158	0.598	0.244
V-compares	verb	neutral	0.158	0.558	0.284
V-comparing	verb	neutral	0.288	0.485	0.227
V-compete	verb	neutral	0.24	0.541	0.219
V-competing	verb	neutral	0.152	0.569	0.279
V-conducted	verb	neutral	0.166	0.571	0.263
V-confirms	verb	negative	0.494	0.353	0.154
V-connecting	verb	neutral	0.136	0.594	0.27
V-considered	verb	neutral	0.211	0.505	0.284
V-considering	verb	neutral	0.056	0.655	0.288
V-considers	verb	neutral	0.313	0.46	0.227
V-consult	verb	neutral	0.331	0.431	0.238
V-contain	verb	neutral	0.201	0.529	0.27
V-continues	verb	neutral	0.29	0.554	0.157
V-contributed	verb	neutral	0.213	0.517	0.269
V-contributing	verb	neutral	0.233	0.531	0.236
V-controlled	verb	negative	0.469	0.366	0.165
V-controlling	verb	neutral	0.31	0.453	0.237
V-cooked	verb	neutral	0.12	0.559	0.32
V-copied	verb	neutral	0.133	0.577	0.29
V-corrected	verb	neutral	0.154	0.581	0.265
V-costs	verb	neutral	0.279	0.485	0.236
V-could've	verb	negative	0.64	0.258	0.102
V-couldn't	verb	negative	0.652	0.284	0.064
V-couldnt	verb	negative	0.849	0.11	0.04
V-counted	verb	neutral	0.142	0.574	0.283
V-counting	verb	neutral	0.124	0.555	0.321
V-cover	verb	neutral	0.118	0.629	0.253
V-covers	verb	neutral	0.19	0.574	0.236
V-created	verb	neutral	0.156	0.569	0.274
V-creates	verb	neutral	0.395	0.426	0.18
V-creating	verb	neutral	0.11	0.59	0.299
V-creeped	verb	neutral	0.217	0.526	0.257
V-creepin	verb	neutral	0.147	0.566	0.287
